date	deaths	injuries	location	description
1981-04-17T05:00:00.000Z	2	0	Ann Arbor, Michigan	As students fled their rooms after a homemade firebomb set a minor blaze on the sixth floor hallway of Bursley Hall dormitory, 22-year-old psychology student Leo E. Kelly, Jr. fired a sawn-off 12-gauge shotgun at his University of Michigan schoolmates at point-blank range. 19-year-old pre-medical student Edward Siwik and 21-year-old resident advisor Douglas C. McGreaham died in hospitals a few hours later. Kelly had been dismissed from UM once and was on the verge of another dismissal due to poor grades.[211][212] In 1982, he was convicted on two counts of first-degree murder and sentenced to life in prison.[213]
1981-12-16T05:00:00.000Z	2	0	Portland, Oregon	Shortly before noon in Engineering Hall on the school's campus in north Portland, 34-year-old University of Portland night janitor John C. Holbrook killed 37-year-old engineering teacher Brian D. Massey before taking his own life.[214]
1982-03-19T05:00:00.000Z	1	2	Las Vegas, Nevada	"17-year-old Valley High School student Patrick Lizotte killed his teacher Clarence Pigott and wounded two students.[175][215] Lizotte was originally sentenced to life in prison without parole, but his sentence was reduced and he was paroled in 2017 after the passage of Nevada Assembly Bill 267, which “revises provisions concerning the sentencing and parole of persons convicted as an adult for a crime committed when the person was less than 18 years of age,"" in 2015.[216]"
1982-04-07T05:00:00.000Z	1	0	Littleton, Colorado	13-year-old Deer Creek Junior High School student Scott Darwin Michael was killed by 14-year-old classmate Jason Price Rocha. Rocha was tried as an adult and sentenced to 12 years in prison, plus one year of parole but was instead released in 1987 at the age of 20.[217][218]
1982-11-12T05:00:00.000Z	2	0	Jackson, Mississippi	18-year-old dropout James Hartzog killed his girlfriend, 17-year-old Faye Williams, in her algebra class at Wingfield High School. Hartzog then took his own life.[219]
1983-01-20T05:00:00.000Z	2	1	St. Louis County, Missouri	14-year-old Parkway South Middle School student David F. Lawler, sitting in a study hall classroom of 28 students, opened fire, killing Randall Koger and injuring Greg Saffo. Lawler then took his own life.[175][215]
1983-05-16T04:00:00.000Z	1	0	Dallas, Texas	Billy Conn Gardner, a friend of a food service worker's husband, robbed the Lake Highlands High School cafeteria manager at gunpoint as she was counting the day's revenue in the office. Gardner shot her and took $1,600. Gardner was subsequently sentenced to death for the crime and was executed by lethal injection on February 16, 1995.[220]
1983-11-08T05:00:00.000Z	1	0	Highland Park, Michigan	At Highland Park High School a 15-year old student shot and killed a 17-year old student, the shooting is believed to be related to an earlier fight between the two students.[221]
1983-11-18T05:00:00.000Z	1	0	Baltimore, Maryland	14-year-old Dewitt Duckett was shot in the neck and killed at Harlem Park Junior High School. Alfred Chestnut and Ransom Watkins, who were both 16 at the time, and 17-year-old Andrew Stewart were convicted of the murder and sentenced to life in prison. However, evidence was withheld from the defense that pointed to another suspect, 18-year-old Michael Willis, who witnesses said saw run away and ditch the gun; Willis died in 2002. The case was reviewed and the evidence that was withheld was recovered and used by the defense. Four teenage witnesses who testified against the three in the first trial recanted, saying they were pressured by police to change their stories. In November 2019, Chestnut, Watkins and Stewart were exonerated.[222][223]
1983-12-02T05:00:00.000Z	0	1	Crawfordsville, Indiana	17-year-old Calvin Dowell was shot during a senior economics class at Crawfordsville High School by fellow student 17-year-old Grant Carey in a dispute over a girl. The case was waived to adult court, and Grant was sentenced to six years in prison. Dowell survived the shooting but was paralyzed.[224][225]
1984-02-24T05:00:00.000Z	3	12	Los Angeles, California	49th Street Elementary School shooting: Tyrone Mitchell killed two people and wounded twelve others when shooting at students leaving 49th Street Elementary School. He then committed suicide.[175]
1984-04-20T05:00:00.000Z	1	0	Detroit, Michigan	13-year-old Kelly Crittendon was accidentally killed by two classmates in a classroom at the Precious Blood School.[226]
1984-05-17T04:00:00.000Z	2	0	Pleasant Hill, Iowa	17-year-old student Todd Dunahoo killed 16-year-old Valerie Rockafellow in the hallway at Southeast Polk High School, then turned the gun on himself.[227]
1984-09-28T04:00:00.000Z	0	1	North Richland Hills, Texas	"1981 alumnus Barry Wayne Shaw returned to his alma mater Richland High School carrying a 9mm Uzi submachine gun, an AR-15 and a .45-caliber pistol looking for Ms. Ball, his English teacher. After some time, he gave up the hunt, yelled out ""Homecoming, homecoming,"" and sprayed the school's foyer with 30 rounds of ammunition. None of the dozen or so students in the foyer was hit, though one was injured by flying debris. Principal Ray Williams arrived to confront him after Barry had fired his last shot. Barry threw both rifles at Ray, saying, ""I did it."" Ray had Barry sit down and wait for the police. Barry offered no resistance. It was later discovered that Barry had killed Dallas karate instructor Jimmy Glen Wilson and wounded Rudy Smedley earlier in the week with the submachine gun. He was charged with two counts of intent to commit murder, one count of retaliation and one count of murder.[228]"
1984-10-24T04:00:00.000Z	1	0	Celina, Ohio	45-year-old Shirley Shindeldecker killed school bus driver 54-year-old Gene Green as he stopped to pick up the son of Shindeldecker's estranged husband. After serving 19 months of her sentence, Shindeldecker was found not guilty by reason of insanity and released.[229]
1985-01-21T05:00:00.000Z	1	3	Goddard, Kansas	Armed with a rifle and a handgun, 14-year-old James Alan Kearbey killed principal James McGee and wounded two teachers and a student at Goddard Junior High School.[175][215][230] Kearbey was released in 1991 but was arrested again in 2001 after being found with a gun; he was paroled in 2003.[231]
1985-10-18T04:00:00.000Z	0	7	Detroit, Michigan	Murray-Wright High School shooting: During halftime of the homecoming football game between Northwestern and Murray-Wright high schools, a youth opened fire with a shotgun, injuring seven people including six students with whom he had fought earlier in the day.[232]
1985-11-26T05:00:00.000Z	3	0	Spanaway, Washington	14-year-old Heather Smith killed 15-year-old Gordon Pickett, her ex-boyfriend, and 14-year-old Christopher Ricco in the gymnasium at Spanaway Junior High School. She later took her own life.[233]
1985-12-03T05:00:00.000Z	1	0	Concord, New Hampshire	At Concord High School, 16-year-old dropout Louis Cartier entered the school with a shotgun and took two students hostage: 18-year-old Patrick Lena and 16-year-old Scott Hayes. Responding police officers fatally shot Cartier after he aimed his weapon at football coach Don LeBrun.[234][235]
1985-12-10T05:00:00.000Z	1	2	Portland, Connecticut	After being suspended for refusing to take off his hat while at school, 13-year-old student Floyd Warmsley pulled out a firearm at Portland Junior High School, shooting and wounding the 53-year-old school secretary Lynn Haddad and killing 36-year-old janitor David Bangston.[236][237] Warmsley was tried as a juvenile and sentenced to four years in prison but was released a year early for good behavior.[238]
1986-03-06T05:00:00.000Z	0	1	Dolton, Illinois	52-year-old math teacher Norma Cooper was shot in the shoulder at Thornridge High School by one of her freshman students, who apparently had recently received poor grades. He was charged with attempted murder, unlawful use of a weapon and aggravated battery.[239]
1986-04-29T04:00:00.000Z	1	0	Senath, Missouri	Using a 20-gauge shotgun, 16-year-old Ritchie Overman shot and killed 15-year-old Leslie Lynn Wyatt in front of a classroom of students and teacher Sheila Adams at Senath-Hornersville High School.[240][241]
1986-05-09T04:00:00.000Z	0	3	Fayetteville, North Carolina	17-year-old student Major Ray Simmons shot and wounded three classmates, one critically, at Pine Forest High School with a .25-caliber handgun.[242][243]
1986-05-16T04:00:00.000Z	2	74	Cokeville, Wyoming	Cokeville Elementary School hostage crisis: 43-year-old former town marshal David Young and his 47-year-old wife, Doris Young, took 136 children and 18 adults hostage at Cokeville Elementary School. During the standoff, Doris accidentally detonated a bomb she was carrying, injuring herself and 73 others. David then shot and killed Doris, shot and wounded a teacher, and committed suicide.[175][244][245]
1986-12-04T05:00:00.000Z	1	3	Lewistown, Montana	"14-year-old Kristofer Hans intended to shoot his French teacher, LaVonne Simonfy, at Fergus High School because of a failing grade. Instead, Henrietta Smith, who was substituting for Simonfy, was shot in the face and died.[246] Hans fired several other shots as he fled, wounding vice principal John Moffatt,[247] and two students.[194] He then ran about a mile to his home, where he was arrested after the police surrounded his house. A classmate said Hans had repeatedly threatened to kill Ms. Simonfy, saying, ""I'm going to blow Simonfy's head off.""[248] He was charged as an adult, convicted and sentenced to 206 years in prison.[175][249]"
1987-02-04T05:00:00.000Z	2	0	Northridge, California	35-year-old associate professor of Computer Science Djamshid (Amir) Asgari was confronted in the Engineering Building of California State University, Northridge by 25-year-old graduate student Fawwaz Abdin. Abdin was angry about a low grade Asgari had given him a year earlier, which caused him to be put on academic probation. After Asgari refused to change his grade, Abdin shot him twice, then fatally shot himself. Asgari later died at the Northridge Hospital.[250]
1987-03-02T05:00:00.000Z	2	0	De Kalb, Missouri	After constant teasing about his weight, 12-year-old honors student Nathan Ferris killed 13-year-old classmate Timothy Perrin, then turned the gun on himself.[175][215][251]
1987-04-16T04:00:00.000Z	1	2	Detroit, Michigan	Murray-Wright High School second shooting: A ninth-grade student at Murray-Wright High School shot and killed 17-year-old Chester Jackson and wounded 17-year-old Damon Matthews and 18-year-old Tomeka Turner.[252]
1987-09-28T04:00:00.000Z	0	1	Lansing, Illinois	After being kicked off the soccer team for smoking on school grounds, 16-year-old student Blake Docter of Illiana Christian High School shot 44-year-old John Hoogewerf, the teacher who had reported him for smoking, in the chest.[253] In September 1989, Docter was sentenced to spend the next 12 weekends in jail, was given a fine of $1,000 and put on 30 months of adult probation.[254]
1987-10-14T04:00:00.000Z	1	0	Chicago, Illinois	15-year-old freshman student Dartagnan Young of DuSable High School was shot to death in a third-floor hallway of the school by 16-year-old student Larry Sims.[255][256] Sims, a documented gang member, had argued with Young the previous day about street–gang activity. Sims was convicted in 1994 of first degree murder and sentenced to 40 years in prison.[257]
1988-02-11T05:00:00.000Z	1	2	Largo, Florida	Pinellas Park High shooting: 15-year-old students Jason Harless and Jason McCoy took stolen .38-caliber revolvers to Pinellas Park High School. Harless shot two assistant principals and a student teacher inside the school's cafeteria. 53-year-old Richard Allen died from his injuries; Nancy Blackwelder and intern Joseph Bloznalis were wounded.[175][215][258]
1988-05-20T04:00:00.000Z	2	5	Winnetka, Illinois	30-year-old Laurie Dann killed 8-year-old Nick Corwin inside Hubbard Woods School. Five additional students were wounded. Dann later committed suicide after taking hostages in a nearby home.[175][215][259]
1988-06-30T04:00:00.000Z	0	1	Oahu, Hawaii	17-year-old 'Aiea High School student Romel Castro shot his summer school teacher who survived.[260][261][262][263]
1988-07-10T04:00:00.000Z	0	1	Milwaukee, Wisconsin	25-year-old Robin Jenkins was shot in the elbow after a basketball game turned violent at Siefert Elementary School. A 28-year-old man was taken into custody the following day.[264]
1988-08-31T04:00:00.000Z	1	0	Anderson, South Carolina	35-year-old principal Dennis Ray Hepler was robbed at gunpoint by three men, Kevin Dean Young, William Henry Bell and John Glenn, on the grounds of West Franklin Street Elementary school. Young, 20, then fired a fatal shot from the .25-caliber pistol into Dennis' back.  After Hepler fell to the ground, Bell fired another shot into his head. In 1989, Young was sentenced to death for the murder, and in 2000 was executed by lethal injection. Bell was also sentenced to death, but the sentence was commuted in 2017 to life with parole. Glenn was convicted of armed robbery and accessory to murder and sentenced to 35 years in prison. A fourth man who acted as the getaway driver, Arthur Ray Jones, pleaded guilty to an accessory charge and was sentenced to 10 years in jail, with all but 7 1/2 months suspended.[265]
1988-09-02T04:00:00.000Z	0	2	Dallas, Texas	Two groups of teens fired handguns at each other across Lincoln High School's parking lot. Caught in the crossfire were 15-year-old Mark Lee and LaSonya Betts, striking Lee in the hip and Betts in the abdomen. A 17-year-old male former student of Lincoln was arrested in connection with the shootings.[266]
1988-09-22T04:00:00.000Z	5	2	Chicago, Illinois	"After killing two people at a nearby auto parts store, 40-year-old Clem ""Clemmie"" Henderson entered Moses Montefiore Academy, where he shot and killed the school custodian. Henderson then shot and killed police officer Irma Ruiz and wounded her partner, Greg Jaglowski, as they confronted him. Despite being shot in both legs, Jaglowski managed to return fire, killing Henderson.[267]"
1988-09-26T04:00:00.000Z	2	9	Greenwood, South Carolina	Oakland Elementary School shooting: 19-year-old James William Wilson entered Oakland Elementary School and started firing shots in the cafeteria, wounding two students and a teacher. After reloading his gun in a girls' restroom, he was confronted by teacher Kat Finkbeiner, who tried to stop him; she was wounded twice. He then entered a third-grade classroom and shot toward the students, killing 8-year-old Shequila Tawoon Bradley and Tequila Maria Thomas and wounding five others. Wilson was convicted of murder and sentenced to death.[175][215][268]
1988-10-03T04:00:00.000Z	0	1	Mascotte, Florida	9-year-old Leah Wilbanks was shot twice by an unknown gunman at Mascotte Elementary School during P.E. class from behind the school fence. The shooter fled and was never arrested.[269][266]
1988-10-04T04:00:00.000Z	0	5	Jacksonville, Florida	Eight teachers, 20 students, and 13 cheerleaders were leaving Ribault Junior High School after a football game when their bus was pelted with gunfire and rocks.  The bullets and rocks struck the bus on the drivers side, with the bullets penetrating all the way through the bus. Five girls suffered minor injuries from broken glass.[266]
1988-10-04T04:00:00.000Z	0	0	Baton Rouge, Louisiana	33-year-old Evelena B. Moore, a special education teacher at Galvez Elementary, opened fire on cafeteria worker Beatrice Hills in the school's parking lot. Hills was not injured. Police arrested Moore and charged her with attempted second-degree murder. Moore was back at work the next day. Superintendent Ralph Ricardo said that the school board had no provisions to dismiss a teacher charged with attempted murder, and therefore Moore was allowed remain on the job until pleading guilty or being convicted of the charge.[266]
1988-10-06T04:00:00.000Z	0	1	Mobile, Alabama	Arilyn Jean Lelande, 29, invaded 35-year-old teacher Angela Jean Brown's sixth-grade classroom, pointed a handgun at the children and told them to move back. Lelande, Brown's sister, demanded money from Brown before firing several shots at her, hitting her at least once in the abdomen and leaving her in serious condition. Lelande was arrested and charged with first-degree assault.[266]
1988-10-09T04:00:00.000Z	1	0	Sacramento, California	15-year-old Serrocko James Henry, a Sacramento High School sophomore, and 12-year-olds Edell Story, Jerry Wilson, and DeVon Johnson-Curry were taking turns using a baseball bat to smash windows at the school, tripping the school's alarm. Police arrived and encountered the children in a dimly lit hallway, Story still carrying a baseball bat. Henry was shot in the chest and killed. The other three boys were detained for questioning and then released to their parents. The sheriff declared the shooting a justifiable homicide.[266]
1988-11-22T05:00:00.000Z	0	1	Abilene, Texas	16-year-old student Mason Staggs shot Cooper High School teacher Rick Maloney in the face with a pistol, severely injuring him. Staggs surrendered to police two hours later, pleaded guilty and was sentenced to 14 years in prison.[270]
1988-12-16T05:00:00.000Z	1	1	Virginia Beach, Virginia	At Atlantic Shores Christian School, 16-year-old student Nicholas Elliott shot two teachers with a Mac-10 9-millimeter machine pistol, killing 41-year-old Karen Farley and critically wounding 37-year-old Sam Marino, then began firing on a classroom full of students before the gun jammed; no students were hit.[215][271][272] He was sentenced to life plus 114 years in prison with 15 years before parole.[273]
1989-01-17T05:00:00.000Z	6	32	Stockton, California	Stockton schoolyard shooting: 24-year-old Patrick Edward Purdy fatally shot five children and wounded 32 others at the Cleveland Elementary School before taking his own life. The victims were children of refugees from Southeast Asia. Purdy had a history of violence, alcoholism and drug addiction, and criminality.[272][274]
1989-02-10T05:00:00.000Z	0	0	Kearns, Utah	At Thomas Jefferson Junior High School, a 12-year-old boy fired a handgun at a vice principal, William Crumbaugh. No one was injured.[275]
1989-09-19T04:00:00.000Z	1	0	Honolulu, Hawaii	A gang-related shooting at Farrington High School left 18-year-old Edilberto Asuncion dead in the parking lot.[276][277]
1989-12-05T05:00:00.000Z	1	1	McKeesport, Pennsylvania	While riding the school bus, 16-year-old Serra Catholic High School student Robert Butler shot 16-year-old schoolmate Adam Ference in the back of the head before fatally shooting himself.[278] Ference was in critical condition but survived.[279]
1990-03-27T05:00:00.000Z	0	1	Brooklyn, New York	A black youth was taunted with racial slurs by three white youths in the stairwell of a public school in the Bensonhurst area of Brooklyn. A 14-year-old was then shot and slightly wounded because he had acted as peacemaker when the same boys had clashed with another black teen the month before.[280]
1990-08-26T04:00:00.000Z	1	0	Las Vegas, Nevada	Just minutes before the first bell rang on the first day of school at Eldorado High School in Las Vegas, Nevada, 15-year-old Curtis Collins shot 16-year-old Donnie Lee Bolden, Jr. in the neck, killing him in the crowded high school cafeteria.[281] Collins was released from prison in 2005 on permanent parole.[282]
1990-09-11T04:00:00.000Z	0	3	San Antonio, Texas	Three students were wounded when gang-related gunfire broke out at Sam Houston High School. 17-year-old John Campbell was wounded in the right foot, 18-year-old Larry Johnson was wounded in the right thigh and calf, and a 16-year-old received a chest wound. 18-year-old Kenneth Wolford and two other male students were arrested and charged.[283]
1991-04-23T04:00:00.000Z	1	0	Compton, California	A teenager fired a handgun at a security guard who had chased him and three friends off the grounds of Ralph J. Bunche Middle School. He missed and instead killed 11-year-old bystander Alejandro Vargas, a student at the school.[284]
1991-09-18T04:00:00.000Z	1	0	Crosby, Texas	17-year-old Arthur Jermel Jack was killed by 15-year-old LaKeeta Cadoree in the cafeteria at Crosby High School.[285]
1991-11-01T05:00:00.000Z	6	1	Iowa City, Iowa	University of Iowa shooting: 28-year-old former graduate student Gang Lu killed four members of the University of Iowa's faculty and a research student and seriously wounded another student. 47-year-old professor of physics and astronomy Christoph K. Goertz, 45-year-old associate professor of physics and astronomy Robert Alan Smith, 44-year-old chairman of the physics and astronomy department Dwight R. Nicholson, 56-year-old associate vice president for academic affairs Dr. Theresa Anne Cleary were shot in the head and died the following day, and 27-year-old research investigator in physics and astronomy Dr. Shan Linhua. 23-year-old Miya Rodolfo-Sioson, Dr. Cleary's temporary student receptionist in the grievance office, survived but was left paralyzed from the neck down. Lu then shot himself in the head and died shortly after police arrived.[286][287][288][289]
1991-11-25T05:00:00.000Z	1	0	Brooklyn, New York	Thomas Jefferson High School shooting: During an argument between two teens, a stray bullet killed a third, uninvolved 16-year-old student. 14-year-old shooter Jason Bentley was sentenced to three to nine years in prison.[272]
1992-01-29T05:00:00.000Z	0	1	Kent, Ohio	26-year-old graduate student Sarah Smith was shot wounded in the chest as she was waiting for her husband to pick her up at Kent State University.[290]
1992-02-26T05:00:00.000Z	2	0	Brooklyn, New York	Thomas Jefferson High School second shooting: 15-year-old Kahlil Sumpter killed fellow students 16-year-old Tyrone Sinkler and 17-year-old Ian Moore on the school's second-floor hallway.[291] In 1993, he was sentenced to 6⅔ to 20 years in prison. He was released on parole in 1998.[272]
1992-03-05T05:00:00.000Z	0	1	Obetz, Ohio	At Hamilton Middle School, 12-year-old Gordon W. Dye, Jr. shot his bully, 14-year-old Gregg Johnson, in the head with a .22-caliber pistol in the school cafeteria. Johnson survived, and Dye was released to his parents and put on house arrest.[292]
1992-03-09T05:00:00.000Z	1	0	Lancaster, Pennsylvania	At Carter MacRae Elementary School, 13-year-old student Ricardo Cruz fired a handgun at another classmate but missed and accidentally shot and killed 18-year-old Debbie Rivera. Cruz was sentenced to life without parole for the shooting but was resentenced in 2017 to 25 years to life and was immediately paroled.[293][294][295]
1992-03-31T05:00:00.000Z	1	0	New Orleans, Louisiana	15-year old Jomo-Kenyetta Joseph was shot in the head and killed at O. Perry Walker High School during an early morning scuffle involving 10 boys from two rival neighborhoods, Herman Tureau who was also 15 fired the fatal shot and was sentenced to life in prison without parole but was resentenced and paroled. [296][297]
1992-04-23T04:00:00.000Z	3	0	Bloomington, Indiana	Indiana University graduate student Susan Clements was shot to death in her dorm by a former boyfriend before he committed suicide. A friend who attempted to intervene, Steven Molen, was also shot and critically injured; he died several days later.[298]
1992-05-01T04:00:00.000Z	4	10	Olivehurst, California	Lindhurst High School shooting: Former student 20-year-old Eric Houston killed three students and one teacher and wounded nine other students and another teacher before surrendering to police. Houston was later sentenced to death and remains on California's death row.[194][272]
1992-09-11T04:00:00.000Z	0	7	Amarillo, Texas	"Following a pep rally at Palo Duro High School, 17-year-old Randy Earl Matthews shot and wounded seven students with a .22-caliber pistol. Matthews had attended the school for nine days when the incident occurred and was believed to have been bullied at his previous school. Matthews was charged with one count of attempted murder, five counts of aggravated assault, and one count of unlawfully carrying a weapon onto school grounds. He was convicted and served eight years.
[299]"
1992-10-19T04:00:00.000Z	0	3	The Bronx, New York	Two 14-year-old girls and a 16-year-old boy were shot outside a Bronx high school, the apparent result of a dispute between the gunman and the boy. The girls were bystanders.[300]
1992-11-04T05:00:00.000Z	0	11	Detroit, Michigan	Eleven students were hit by gunfire during a four-hour period in three separate school incidents; five were hospitalized. Six students at Finney High School were grazed by buckshot after three ski-masked gunmen opened fire in a crowded hallway. A 14-year-old was in custody for shooting three Foch Middle School students as they passed by the Marcus Garvey Academy. In the third incident, 16-year-old DeWayne Boyd was hit in the chest when shots were fired at two Mumford High School students.[301]
1992-11-20T05:00:00.000Z	1	2	Chicago, Illinois	15-year old freshmen student DeLondyn Lawson, of Tilden High School was shot to death in a hallway on the school's second floor by 16–year-old student Joseph White. The shooting was ruled gang–related. In addition to killing Lawson, White who was a documented gang member, wounded two other students in the shooting.[302]
1992-12-14T05:00:00.000Z	2	4	Great Barrington, Massachusetts	Wayne Lo, a Taiwanese-born American, opened fire at Bard College at Simon's Rock. He killed one student and a professor and wounded four people.[303] Lo was sentenced to life in prison without parole for the murders.
1993-01-06T05:00:00.000Z	0	1	Brentwood, New York	Brentwood High School. Former student Matthew Hunter was shot and wounded by two gunmen during a basketball game between Brentwood High School and Sachem High School over a dispute about the theft of a gold chain.[304]
1993-01-18T05:00:00.000Z	2	0	Grayson, Kentucky	East Carter High School shooting: 17-year-old Scott Pennington, a student at East Carter High School, fatally shot his 48-year-old English teacher, Deanna McDavid, and 52-year-old head custodian, Marvin Hicks.[305] Pennington was sentenced to life in prison without parole for 25 years.
1993-02-22T05:00:00.000Z	1	0	Los Angeles, California	15-year-old Robert Heard fatally shot 17-year-old Michael Shean Ensley in the corridor of the Reseda High School's science building.[306]
1993-04-15T04:00:00.000Z	1	0	Acushnet, Massachusetts	44-year-old David Taber entered Ford Middle School and took three hostages. During the hostage crisis, Taber killed school nurse Carol Day. Taber was found not guilty of the murder by reason of insanity.[272]
1993-05-14T04:00:00.000Z	1	0	Irving, Texas	17-year-old Max Alexander Martinez shot and killed 17-year-old Jose Balderas with a .38-caliber revolver in a hallway in Nimitz High School during a dispute over girls. Martinez was sentenced to life in prison and was first eligible for parole in 2008 but remains incarcerated as of 2020.[307][308][309]
1993-05-24T04:00:00.000Z	1	0	Pennsburg, Pennsylvania	15-year-old student Jason Smith killed 16-year-old Michael Swann, another student who had bullied him at Upper Perkiomen High School. He was charged as an adult and sentenced to between 12 and 25 years in prison.[272][310]
1993-09-17T04:00:00.000Z	1	0	Darien, Illinois	15-year-old Phillip Powell killed 17-yeard-old Barrett Modisette at the Hinsdale South High School parking lot. Powell was a self-described gang member. Powell was tried as an adult and was sentenced to 37 years in prison in 1994.[311]
1993-09-17T04:00:00.000Z	1	4	Sheridan, Wyoming	29-year-old Kevin Newman wounded four students before killing himself at Central Junior High School.[312]
1993-11-04T05:00:00.000Z	1	0	New Britain, Connecticut	18-year-old Miguel DeJesus was shot and killed on the steps of New Britain High School.[313] Rival gang members, 24-year-old Maurice Flanagan and 23-year-old Thomas Mejia, were convicted and sentenced to 15 years in prison.[314][315]
1993-12-01T05:00:00.000Z	1	0	Wauwatosa, Wisconsin	Wauwatosa West High School shooting: 21-year-old former student Leonard D. McDowell shot 46-year-old associate principal Dale Breitlow three times in a hallway of Wauwatosa West High School.[308][316] McDowell was found guilty of the murder and was sentenced to life in prison.[272] His sentence was upheld by the state Court of Appeals in April 1997.[317]
1993-12-17T05:00:00.000Z	1	2	Chelsea, Michigan	Stephen Leith, a disgruntled Chelsea High School teacher shot and killed the school district's superintendent and also wounded a principal and another teacher.[318] Leith was sentenced to life without parole.[319]
1994-01-24T05:00:00.000Z	1	0	Columbia, South Carolina	18-year-old Floyd Eugene Brown shot fellow Eau Claire High School student 17-year-old Earnest Dunlap following an argument the week before. Brown was arrested shortly after at his home.[320] A jury later acquitted Brown of murder.[321]
1994-01-31T05:00:00.000Z	1	0	Seattle, Washington	24-year-old Darrell Cloud, a former student at Whitman Middle School in North Seattle, killed 45-year-old teacher Neal Summers, who had sexually abused Cloud since he was 13. Cloud served nine years in prison. He later received a $250,000 settlement in a civil suit against Seattle Schools, charging that Summers had not been adequately supervised.[322]
1994-02-07T05:00:00.000Z	2	0	Fort Myers, Florida	48-year-old former Cypress Lake Middle School special ed teacher Larry Ray Shelton went to the Lee County School District office to talk with superintendent 57-year-old James A. Adams but then shot him six times with a .38-caliber handgun, killing him. Larry then walked out of the office and out of the building then walked to a nearby parking lot and committed suicide.[323][324]
1994-02-08T05:00:00.000Z	1	0	Detroit, Michigan	At the student parking lot of Osborn High School 19-year-old special ed student Steven Watkins was shot in his car by an unknown assailant and died from his injuries.[325][326]
1994-02-14T05:00:00.000Z	1	0	Belmont, California	At Carlmont High School Edwin Sims, 15, and Gile W, 15, were argueing about who had the bigger gun when Sims pulled out a BB gun while Gile W. pulled out a real gun and killed Edwin, The boys had a history of feuds with one another.[327][328]
1994-02-18T05:00:00.000Z	0	1	Spartanburg, South Carolina	24-year-old Roosevelt Johnson was shot in the leg after a basketball game at Spartanburg High School.[329]
1994-03-01T05:00:00.000Z	2	0	Boonville, Missouri	33-year-old Dante D. Hayes, a hunter and ex-convict, killed 58-year-old Richard Vancena, a cafeteria manager, and 33-year-old Robin Michelle Coleman, a cook, in the mess hall of Kemper Military School and College. He was drunk and looking for his wife Anna Hayes with whom he had had a fight the night before. No students were harmed.[330] Hayes was later convicted of two counts of murder and sentenced to life without parole.[331]
1994-03-01T05:00:00.000Z	0	1	Birmingham, Alabama	At Ensley High School 17-year-old Walter Westbrook II, a member of the disciples gang shot 15-year-old Andre Allen, a member of the crips. Allen survived, Westbrook was convicted of attempted murder and sentenced to 20 years in prison.[332][333]
1994-03-09T05:00:00.000Z	0	1	Washington, D.C.	At Eastern High School 17-year-old Cornell Andrew Cheeks Jr. Shot 17-year-old Jeremy Cook, Cheeks then fled the school and turned himself in the police station. Cook survived his injuries.[334][335]
1994-03-15T05:00:00.000Z	1	0	Charleston, South Carolina	While watching a fistfight between students after class at Goose Creek High School, 18-year old Michael Ryan Spann was shot and killed by a student.[336][337][338]
1994-03-23T05:00:00.000Z	1	1	Seattle, Washington	At Ballard High School during a drive-by shooting, 16-year old Melissa Fernandez was fatally shot and a 16-year old male student received minor injuries. The shooting was believed to be gang-related. Later in the year, police arrested Brian Ronquillo, 16, and Cesar Sarausad, 19, for the shooting. Brian, who was the trigger man was convicted of first degree murder and was sentenced to 52 years in prison and Cesar, who drove the car was convicted of second degree murder and was sentenced to more than 27 years in prison.[339][340][341]
1994-04-05T04:00:00.000Z	0	2	Austin, Texas	At McNeil High School, a student brought a 9mm pistol to the school and showed it off to a classmate. As he did the gun fired, shot through a wall and injured two students. Three 16-year old boys were arrested for the incident.[342]
1994-04-08T04:00:00.000Z	0	1	Upper Marlboro, Maryland	At Largo High School, 45-year old arts teacher Barrington Miles was shot in the chest at the boys restroom by 17-year old student Warren Emmanuel Graham with a 9mm semiautomatic Beretta pistol he had stolen from his police officer father that morning in an attempt to sell it to students. Warren was fled the school and was arrested at a friend's house. He was convicted in adult court of intent to murder, possession of a firearm on school property and use of a firearm in the commission of a felony.[343][344]
1994-04-12T04:00:00.000Z	1	0	Butte, Montana	10-year-old Jason Osmanson, teased because his parents had AIDS, killed another student, 11-year-old Jeremy Bullock, on the playground of Margaret Leary Elementary School. Osmanson was sent to a private residential treatment center.[272][308][345]
1994-04-19T04:00:00.000Z	1	0	Washington, D.C.	At Eliot Junior High School, 21-year old Louis Edward Lehear was shot to death.[346]
1994-04-21T04:00:00.000Z	1	0	Nashville, Tennessee	14-year-old Jeremy Bryant shot and killed 13-year-old Terrence Murray at J.T. Moore Middle School.[347]
1994-04-21T04:00:00.000Z	1	0	North Miami, Florida	At North Miami High School, 18-year old Tyhno Rock was showing his friends a .380-caliber semiautomatic pistol at lunch, then accidentally fired it at 18-year old Edvard Alvonor's chest, who died two days later.[348][349]
1994-10-12T04:00:00.000Z	1	1	Greensboro, North Carolina	After being suspended for smoking, 16-year-old Nicholas Atkinson returned to Grimsley High School with a 9 mm pistol. After wounding assistant principal Bill Whites, Atkinson took his own life.[194][350][351]
1994-10-17T04:00:00.000Z	0	1	Chicago, Illinois	A 16-year-old female student was shot in the thigh outside Hubbard High School when a teenage boy rode past on a bicycle and fired into a crowd. It is believed the shooting was meant for rival gang members, but the girl was hit instead. The boy lived in the neighborhood.[352]
